"id","no","province","district","village_name","latitude","longitude","area_square_meter","hectares","shape_length","population"
4772,19487,"Khost","Khost(Matun)","Chawkey","33.406000","70.082980","483.70857860","48370.85786000","1.24966209",35790
4796,1682,"Badakhshan","Yaftal Sufla","Chayabak","37.248790","70.365310","605.13603000","60513.60300000","1.19404596",32400
4805,5317,"Bamyan","Waras","Chaynak","34.194190","67.055120","2969.25806500","296925.80650000","3.02383066",20945
4808,29638,"Uruzgan","Shahidi Hassas","Chechar","33.061690","65.544080","1828.15740300","182815.74030000","2.32599911",44001
4817,3722,"Balkh","Dihdadi","Chehel Gazi","36.729890","66.996180","254.20296910","25420.29691000","0.80017181",1846
4827,5757,"Bamyan","Yakawlang","Chehelburi (2)","34.921130","66.619180","6704.06481900","670406.48190000","4.56271540",27569
4836,18533,"Kandahar","Shah Wali Kot","Chehelgazi Baba","32.387600","66.067400","3228.84419200","322884.41920000","3.43499212",2286
4848,109,"Badakhshan","Argo","Chehil Kapa","37.064210","70.389990","1031.65695800","103165.69580000","1.88035696",8042
4856,3762,"Balkh","Khulm","Chel Aiwan","36.752200","67.770530","3043.63856500","304363.85650000","2.63961575",36508
4876,2909,"Baghlan","Dushi","Chelona","35.597220","68.514650","1902.11455000","190211.45500000","2.76820789",23364
4934,19662,"Khost","Sabri","Cheray","33.633000","69.872690","413.23702130","41323.70213000","1.04488498",4802
4945,50,"Badakhshan","Argo","Cheshma-I-Hisar","36.993550","70.480600","1031.65695800","103165.69580000","1.88035696",43022
4954,15536,"Hirat","Pashtun Zarghun","Chewarchi","34.225710","62.864500","1907.34956900","190734.95690000","2.23969538",30838
4958,20034,"Kunar","Dara-I-Pech","Chichal","34.887700","70.945500","560.49548290","56049.54829000","1.14139180",38121
4965,24333,"Nimroz","Chahar Burjak","Chigini Abdul Hakim","30.358690","61.853800","21864.30200000","2186430.20000000","6.34806529",23285
4972,4359,"Bamyan","Panjab","Chijin","34.290330","66.874210","1895.78632700","189578.63270000","2.99211860",24637
4976,3746,"Balkh","Khulm","Chil Duzd","36.718400","67.763480","3043.63856500","304363.85650000","2.63961575",48151
4985,8167,"Farah","Pusht Rod","Chin Farsi","32.493600","62.135910","407.26376900","40726.37690000","1.03628396",6623
5020,29768,"Uruzgan","Tirin Kot","China Ab","32.650890","65.928090","1765.96494000","176596.49400000","2.34130493",3159
5024,13926,"Hilmand","Musa Qala","Chinagay","32.676490","64.680460","1693.82297700","169382.29770000","2.04508968",32994
5028,27061,"Parwan","Sayd Khel","Chinaki Ulya","35.098990","69.277680","46.77723391","4677.72339100","0.37990445",42842
5035,14820,"Hirat","Gulran","Chinarak (3)","35.330390","61.324700","6078.11997700","607811.99770000","4.58534401",9186
5049,23442,"Nangarhar","Bati Kot","Chine Kala","34.290410","70.821800","144.08716610","14408.71661000","0.47855089",3817
5060,23093,"Maydan Wardak","Nirkh","Chino","34.280090","68.857280","533.91020330","53391.02033000","1.36817147",23116
5071,10405,"Ghazni","Muqur","Chmbare Mulla Mohd Jan","32.793970","67.820050","885.00271780","88500.27178000","1.42687677",11169
5083,9812,"Ghazni","Jaghuri","Chobe Maska","33.025120","67.540890","2136.83386600","213683.38660000","2.49381861",19529
5090,11271,"Ghazni","Qarabagh","Chogha","33.393410","67.961720","1570.02690400","157002.69040000","2.02625370",49534
5099,3873,"Balkh","Kishindih","Choghdan (2)","36.082320","66.651440","1228.42472500","122842.47250000","2.35435398",16956
5106,3842,"Balkh","Kishindih","Chokhi Chakana-i- Pain","36.015430","66.995900","1228.42472500","122842.47250000","2.35435398",7920
5117,6549,"Daykundi","Miramor","Cholung","33.721990","66.845790","2363.07096400","236307.09640000","2.85112247",22529
5127,20775,"Laghman","Alingar","Chopanan","34.767070","70.371750","838.76595170","83876.59517000","1.47070690",11194
5136,2878,"Baghlan","Dushi","Choqorakdeh","35.525520","68.341040","1902.11455000","190211.45500000","2.76820789",49952
5142,9215,"Ghazni","Andar","Chor","33.358300","68.419790","715.62302400","71562.30240000","1.30813216",5943
5149,25705,"Paktika","Wor Mayi","Chorey","32.010700","68.616200","3200.41523700","320041.52370000","3.00050925",42518
5159,28192,"Sari Pul","Kohistanat","Chuak","35.314840","65.905820","6093.90012200","609390.01220000","4.87065890",17296
5172,18296,"Kandahar","Shah Wali Kot","Chukar","31.842690","66.119800","3228.84419200","322884.41920000","3.43499212",36021
5187,706,"Badakhshan","Jurm","Chung Qaimaq Chee","36.898710","70.838650","1286.15975600","128615.97560000","1.95793635",31421
5193,21721,"Maydan Wardak","Chaki Wardak","Churak Khel","34.041790","68.409080","1098.16345800","109816.34580000","1.76193871",43689
5204,6616,"Daykundi","Miramor","Churya","33.846800","66.642840","2363.07096400","236307.09640000","2.85112247",934
5217,24866,"Nuristan","Parun","Cocum","35.347390","70.921800","1424.42409800","142442.40980000","2.26941699",10253
5225,13858,"Hilmand","Musa Qala","Curjat","32.247130","64.708770","1693.82297700","169382.29770000","2.04508968",24685
5249,18711,"Kandahar","Spin Boldak","Dabarey","31.131040","66.238390","5644.20076100","564420.07610000","3.50349977",17964
5254,26212,"Paktya","Laja Ahmad Khail","Dabozay","33.865300","69.634800","422.23853860","42223.85386000","1.10446176",4428
5261,25545,"Paktika","Urgun","Dadawri Kalay","32.982340","69.195850","488.79432560","48879.43256000","1.20160258",45314
5270,21236,"Logar","Azra","Dadikhel","34.117100","69.738780","754.40412540","75440.41254000","1.61156178",2283
5282,17320,"Kandahar","Daman","Dadozay(Ser'Alikhan Kalay)","31.732190","66.265730","4135.77058400","413577.05840000","4.45331035",19171
5290,20800,"Laghman","Alingar","Dag Kala","34.832900","70.364400","838.76595170","83876.59517000","1.47070690",40045
5301,25414,"Paktika","Sharan","Dagaray","33.145310","68.764200","536.67252070","53667.25207000","1.14752885",21888
5312,15633,"Hirat","Shindand","Dah Bala","33.009100","61.884000","6762.97916800","676297.91680000","5.77895722",17683
5322,3313,"Baghlan","Tala Wa Barfak","Dahan Lakhshanak","35.194480","68.339580","2880.69305000","288069.30500000","2.76463831",7199
4551,3674,"Balkh","Dawlatabad","Char Bagh-i-Saidan","36.980860","66.783730","1635.43434400","163543.43440000","1.95033429",36035
4555,15259,"Hirat","Koshk","Char Do Bagh I","34.888850","62.440740","2909.98550700","290998.55070000","2.78816264",34206
4566,20693,"Kunduz","Kunduz","Char Qaban","36.777840","68.954660","610.28746760","61028.74676000","1.73370690",40689
4574,8390,"Faryab","Dawlatabad","Char Shanghow (1)","36.468690","64.896700","2720.91150600","272091.15060000","2.77426917",38695
4583,17606,"Kandahar","Khakrez","Charagah","32.080700","65.483200","1616.32043000","161632.04300000","2.22657295",49220
4596,17580,"Kandahar","Khakrez","Charband","31.992690","65.629390","1616.32043000","161632.04300000","2.22657295",11251
4605,6257,"Daykundi","Ishtarlay","Chardogak","34.126510","66.288570","1359.71967600","135971.96760000","2.24047655",14563
4621,14047,"Hilmand","Nahri Sarraj","Charkhandaz","31.799830","64.550580","1542.71548500","154271.54850000","1.87399996",38209
4634,23246,"Maydan Wardak","Saydabad","Charmaghz","33.963280","68.580580","1123.81610400","112381.61040000","1.90142804",3762
4644,5134,"Bamyan","Waras","Charoba","34.116030","66.542600","2969.25806500","296925.80650000","3.02383066",19987
4653,1593,"Badakhshan","Wakhan","Chartash","37.055550","74.158130","10953.27721000","1095327.72100000","10.11086294",25780
4674,17592,"Kandahar","Khakrez","Chashma-i-Ata","32.117190","65.507700","1616.32043000","161632.04300000","2.22657295",3945
4687,14595,"Hirat","Farsi","Chashma-i-Gazawrak","33.815700","63.122810","2009.32712700","200932.71270000","2.43529755",38390
4696,13210,"Ghor","Tulak","Chashma-i-Makh","34.010490","63.531310","2714.89191900","271489.19190000","2.64495862",1766
4711,11939,"Ghor","Du Layna","Chashma-i-Safed (1)","34.196900","65.169190","4626.86409800","462686.40980000","4.67773514",27488
4723,28612,"Takhar","Bangi","Chashma-i-Tagh","36.594250","69.472460","566.47183970","56647.18397000","1.28464990",35215
4732,14440,"Hirat","Adraskan","Chashmeh-ye Khwaja Murad","33.561790","62.472100","10070.22117000","1007022.11700000","6.80518196",28556
4744,94,"Badakhshan","Argo","Chatraq","37.050210","70.574900","1031.65695800","103165.69580000","1.88035696",47806
4755,17878,"Kandahar","Maruf","Chawday","31.581390","67.097500","3190.97530100","319097.53010000","3.44291338",18453
4777,24039,"Nangarhar","Lal Por","Chawna","34.270630","70.916650","476.37838020","47637.83802000","1.04303330",14113
4801,24845,"Nuristan","Nurgaram","Chayel","35.034800","70.292590","927.37699220","92737.69922000","1.52914769",20872
4806,20683,"Kunduz","Kunduz","Chebertma","36.761710","68.893010","610.28746760","61028.74676000","1.73370690",19285
4809,1112,"Badakhshan","Raghistan","Chedek Dur","37.585780","70.679500","1276.03790400","127603.79040000","2.18841382",30986
4832,13475,"Hilmand","Baghran","Chehelgazi","33.280570","65.208460","3124.39714600","312439.71460000","3.11994608",38487
4844,21342,"Logar","Charkh","Chehelshahid","33.763690","68.915490","282.64022010","28264.02201000","0.78586605",47199
4857,24040,"Nangarhar","Lal Por","Cheknawur","34.272170","70.854350","476.37838020","47637.83802000","1.04303330",24157
4869,22064,"Maydan Wardak","Hisa-I- Awali Bihsud","Chelemjay","34.486390","68.309490","1575.97127300","157597.12730000","2.02800873",49901
4875,20661,"Kunduz","Kunduz","Chella Mazar","36.715030","68.906840","610.28746760","61028.74676000","1.73370690",7660
4884,20158,"Kunar","Khas Kunar","Chemiary","34.592000","70.832220","365.88482180","36588.48218000","1.01811128",16536
4926,17769,"Kandahar","Maruf","Chengay","31.441390","67.330000","3190.97530100","319097.53010000","3.44291338",17668
4936,29935,"Zabul","Arghandab","Cherga","32.571850","67.048120","1507.17975900","150717.97590000","2.29490105",35377
4942,2383,"Badghis","Qadis","Cherkinak","34.682700","63.418010","3385.34990100","338534.99010000","3.48240524",17986
4949,11664,"Ghor","Chaghcharan","Cheshmiak","34.678890","64.534800","7679.62477600","767962.47760000","6.43922221",24333
4961,216,"Badakhshan","Baharak","Chichi Ardar Payan","36.988740","70.872820","327.97563840","32797.56384000","0.95135073",42376
4967,24336,"Nimroz","Chahar Burjak","Chigini Mir Abad","30.374100","61.846900","21864.30200000","2186430.20000000","6.34806529",48928
4981,1995,"Badghis","Bala Murghab","Chilunak-i-Pain","35.464990","63.553300","4491.30951800","449130.95180000","4.10316880",19610
5026,26935,"Parwan","Kohi Safi","Chinagae","34.833090","69.548880","578.79951150","57879.95115000","1.23897155",3387
5034,14824,"Hirat","Gulran","Chinarak (2)","35.354900","61.317700","6078.11997700","607811.99770000","4.58534401",24382
5044,21132,"Laghman","Qarghayi","Chine","34.470990","70.085190","956.79783450","95679.78345000","1.76341491",25787
5055,17538,"Kandahar","Khakrez","Chingay","31.972390","65.465990","1616.32043000","161632.04300000","2.22657295",1564
5068,21895,"Maydan Wardak","Day Mirdad","Chito","34.222480","68.370480","977.01679150","97701.67915000","1.89585237",47753
5081,29097,"Takhar","Taluqan","Chob Bur(2)","36.737300","69.597110","875.49547560","87549.54756000","1.83413008",34172
5095,28532,"Sari Pul","Sozma Qala","Chodan","36.038250","66.222620","521.61784400","52161.78440000","1.31333926",46996
5105,17979,"Kandahar","Maywand","Chokaza'i","31.527390","64.896290","2858.35458400","285835.45840000","2.33120239",45350
5112,13851,"Hilmand","Musa Qala","Cholawyan","32.230950","64.813780","1693.82297700","169382.29770000","2.04508968",44461
5124,27219,"Parwan","Sia Gird ( Ghorbund)","Chonar","34.865390","68.836480","898.56295820","89856.29582000","1.49891603",17534
5135,4132,"Balkh","Zari","Choqorak","35.903940","66.805400","846.40734410","84640.73441000","1.48816850",25127
5146,29289,"Uruzgan","Chora","Chora","32.858300","66.033300","3005.99455300","300599.45530000","3.64031944",37393
5158,11632,"Ghor","Chaghcharan","Chsashma-i-Jonak","34.629590","64.948590","7679.62477600","767962.47760000","6.43922221",11025
5167,30736,"Zabul","Shamulzayi","Chuhara","31.529600","67.471990","2911.66747200","291166.74720000","2.75162063",37311
5175,12311,"Ghor","Lal Wa Sarjangal","Chukritu","34.612990","66.259000","3883.31688000","388331.68800000","3.23005985",24015
5190,22751,"Maydan Wardak","Markazi Bihsud","Chumi","34.416460","67.880360","3349.80881400","334980.88140000","3.55996157",27484
5202,20403,"Kunduz","Chahar Dara","Churaq","36.715040","68.722220","1240.77188900","124077.18890000","2.01578824",7044
5207,29343,"Uruzgan","Dihrawud","Chutu","32.732490","65.473390","1644.74035700","164474.03570000","2.34774298",18065
5220,23699,"Nangarhar","Hesarak","Corchang","34.244900","69.848790","680.17696590","68017.69659000","1.61027081",10652
5231,14184,"Hilmand","Naw Zad","Da`ud Zai","32.433000","64.478090","4135.19600400","413519.60040000","4.31215267",32318
5252,19848,"Khost","Tere Zayi","Dabgay","33.302090","70.197200","395.62955060","39562.95506000","1.07203478",26994
5267,10624,"Ghazni","Nawur","Dadi","33.689390","67.400400","5234.49395400","523449.39540000","4.13437227",24296
5277,21875,"Maydan Wardak","Day Mirdad","Dadokhel","34.148090","68.246890","977.01679150","97701.67915000","1.89585237",35684
5287,17936,"Kandahar","Maruf","Dag","31.662800","67.222900","3190.97530100","319097.53010000","3.44291338",13309
5294,23343,"Nangarhar","Acheen","Dag Kalay","34.043620","70.652330","451.01565850","45101.56585000","1.02199565",46607
5302,17904,"Kandahar","Maruf","Dagay","31.604890","67.142900","3190.97530100","319097.53010000","3.44291338",20911
5316,3319,"Baghlan","Tala Wa Barfak","Dahan Asyagak","35.219350","68.211110","2880.69305000","288069.30500000","2.76463831",15452
5344,2045,"Badghis","Bala Murghab","Dahana-i-Shor","35.747300","63.518290","4491.30951800","449130.95180000","4.10316880",6537
5356,22930,"Maydan Wardak","Markazi Bihsud","Dahane Acha","34.534240","67.619830","3349.80881400","334980.88140000","3.55996157",8926
5363,11570,"Ghor","Chaghcharan","Dahane Akhtakhana (1)","34.511800","65.167200","7679.62477600","767962.47760000","6.43922221",22439
5375,27082,"Parwan","Shekh  Ali","Dahane Aruq","34.903150","68.469640","915.68440070","91568.44007000","1.37212429",3820
5387,10255,"Ghazni","Malistan","Dahane Awqash","33.313000","67.324100","1763.78455200","176378.45520000","3.00602641",13238
5394,13123,"Ghor","Tulak","Dahane Baghoja (2)","33.739300","63.592400","2714.89191900","271489.19190000","2.64495862",12945
5407,4395,"Bamyan","Panjab","Dahane Bedak","34.324580","67.065850","1895.78632700","189578.63270000","2.99211860",40002
4558,15252,"Hirat","Koshk","Char Do Bagh III","34.859690","62.415580","2909.98550700","290998.55070000","2.78816264",33494
4571,28378,"Sari Pul","Sari Pul","Char Sai(1)","36.277290","66.201190","2036.97929700","203697.92970000","3.01235334",33721
4585,9486,"Ghazni","Gelan","Charale","32.658290","67.584490","1113.07842900","111307.84290000","1.84762882",32738
4589,10046,"Ghazni","Jaghuri","Charbagh","33.228310","67.359340","2136.83386600","213683.38660000","2.49381861",36315
4598,29199,"Takhar","Warsaj","Charchenar","36.199490","70.066720","2705.33038800","270533.03880000","2.59983390",44082
4609,22850,"Maydan Wardak","Markazi Bihsud","Chargosha","34.477280","67.791180","3349.80881400","334980.88140000","3.55996157",21860
4627,20672,"Kunduz","Kunduz","Charm Gari","36.745040","68.870010","610.28746760","61028.74676000","1.73370690",27390
4641,8355,"Faryab","Bilchiragh","Charmgar Khana","35.859990","65.199390","1189.26429900","118926.42990000","2.35478326",9490
4651,30135,"Zabul","Daychopan","Charser","32.671490","66.565290","1645.70107900","164570.10790000","2.68813943",14056
4660,16553,"Kabul","Khaki Jabbar","Charwazi","34.327500","69.337000","587.35520890","58735.52089000","1.40160119",36713
4671,15023,"Hirat","Hirat","Chashmaha","34.503750","62.168880","1255.95744200","125595.74420000","1.61979557",28234
4679,13215,"Ghor","Tulak","Chashma-i-Daraz","34.031500","63.883600","2714.89191900","271489.19190000","2.64495862",49319
4691,28678,"Takhar","Chah Ab","Chashma-i-Gul (2)","37.531310","69.947540","763.97271880","76397.27188000","1.32488211",13638
4703,11684,"Ghor","Chaghcharan","Chashma-i-Nari","34.727000","64.795300","7679.62477600","767962.47760000","6.43922221",49385
4707,12978,"Ghor","Taywara","Chashma-i-Safed","33.418790","64.652500","3629.32174300","362932.17430000","3.27919322",8593
4719,4166,"Balkh","Zari","Chashma-i-Sowal","36.020230","66.787190","846.40734410","84640.73441000","1.48816850",12684
4729,26665,"Panjsher","Shutul","Chashmaw","35.242760","69.295750","226.84017010","22684.01701000","0.77567323",33239
4738,24773,"Nuristan","Kamdesh","Chasku","35.462990","71.313990","1220.19974900","122019.97490000","1.82902174",37403
4752,10952,"Ghazni","Nawur","Chawak","34.092900","67.551900","5234.49395400","523449.39540000","4.13437227",15673
4769,17201,"Kandahar","Arghistan","Chawgey","31.656800","66.345600","3908.88030100","390888.03010000","3.54865906",38002
4782,848,"Badakhshan","Kishim","Chawni","36.825970","70.093490","777.29918900","77729.91890000","1.44383520",16797
4789,22606,"Maydan Wardak","Markazi Bihsud","Chawni (2)","34.312690","68.014580","3349.80881400","334980.88140000","3.55996157",47521
4799,5970,"Daykundi","Gizab","Chayaw","33.348460","66.622380","3636.41197800","363641.19780000","4.66451720",6365
4811,3210,"Baghlan","Puli Hisar","Chedman","35.631250","69.650770","888.79957810","88879.95781000","1.54583925",7316
4828,10955,"Ghazni","Nawur","Cheheldukhtaran","34.093400","68.022900","5234.49395400","523449.39540000","4.13437227",15880
4842,9233,"Ghazni","Andar","Cheheltan","33.373290","68.473200","715.62302400","71562.30240000","1.30813216",18190
4854,5382,"Bamyan","Waras","Chejine Pa'in","34.220160","67.110440","2969.25806500","296925.80650000","3.02383066",27066
4864,26654,"Panjsher","Shutul","Chelana","35.168290","69.270390","226.84017010","22684.01701000","0.77567323",28062
4880,8692,"Faryab","Pashtun Kot","Chem Qala","36.004590","64.554500","2767.44458000","276744.45800000","3.80849782",33126
4890,919,"Badakhshan","Kohistan","Chenar","37.407620","70.590290","603.55525830","60355.52583000","1.22309240",993
4922,26008,"Paktya","Chamkani","Chenargay","33.819890","69.854590","298.57269470","29857.26947000","0.89466929",19781
4930,20673,"Kunduz","Kunduz","Cheqer","36.749020","68.984240","610.28746760","61028.74676000","1.73370690",20825
4940,26197,"Paktya","Laja Ahmad Khail","Chergo Kalay","33.811200","69.627400","422.23853860","42223.85386000","1.10446176",44924
4953,5733,"Bamyan","Yakawlang","Chewak","34.832020","66.768530","6704.06481900","670406.48190000","4.56271540",31927
4964,24335,"Nimroz","Chahar Burjak","Chigini","30.370500","61.862700","21864.30200000","2186430.20000000","6.34806529",13646
4974,16068,"Jawzjan","Mangajek","Chikh Razi","37.014940","66.152280","1028.98329700","102898.32970000","1.46639701",5696
4988,29089,"Takhar","Taluqan","Chin Za'i (1)","36.726790","69.302020","875.49547560","87549.54756000","1.83413008",3478
5008,17640,"Kandahar","Maruf","China (1)","31.284590","67.286090","3190.97530100","319097.53010000","3.44291338",46243
5030,27059,"Parwan","Sayd Khel","Chinaki Wasat","35.086680","69.272580","46.77723391","4677.72339100","0.37990445",2448
5059,23904,"Nangarhar","Khogayani","Chino (2)","34.275190","70.240200","655.00831890","65500.83189000","1.61419339",15588
5067,16172,"Jawzjan","Shibirghan","Chitgar Khana","36.641810","65.767350","2263.56982100","226356.98210000","2.49238610",49624
5076,16030,"Jawzjan","Khwaja Du Koh","Chob Bash-i-Naw","36.789100","65.609700","2182.38807500","218238.80750000","1.96165974",8686
5088,3508,"Balkh","Chahar Bolak","Chochak","36.894390","66.618390","536.43219860","53643.21986000","1.58347117",626
5100,3881,"Balkh","Kishindih","Choghdan (1)","36.091950","66.666350","1228.42472500","122842.47250000","2.35435398",20478
5108,6656,"Daykundi","Miramor","Chokrizar","33.874590","66.742390","2363.07096400","236307.09640000","2.85112247",47642
5119,26631,"Panjsher","Paryan","Chomar","35.696780","70.099540","1428.00241400","142800.24140000","2.06271712",20805
5130,17165,"Kandahar","Arghistan","Chopanzay (1)","31.571090","66.593690","3908.88030100","390888.03010000","3.54865906",10341
5144,28778,"Takhar","Hazar Sumuch","Chor Baksi","36.885560","69.589370","309.49392370","30949.39237000","0.96687974",8029
5157,25268,"Paktika","Mata Khan","Chowar","33.245100","68.831090","407.36035690","40736.03569000","0.79959326",41892
5164,20604,"Kunduz","Khanabad","Chugha-i-Ulya(2)","36.720540","69.203360","1122.47475100","112247.47510000","2.04995798",40588
5174,10639,"Ghazni","Nawur","Chukhay","33.723560","67.738510","5234.49395400","523449.39540000","4.13437227",6775
5183,20368,"Kunduz","Aliabad","Chumchuq Jar","36.579580","68.906410","437.03226990","43703.22699000","1.00126599",30034
5196,8771,"Faryab","Qaysar","Chuqur Bulaq","35.609830","64.464940","2502.48809700","250248.80970000","2.87578967",31087
5209,24373,"Nimroz","Chakhansur","Cigini","30.989390","62.035600","9699.89876300","969989.87630000","5.44154943",35154
5219,7564,"Farah","Bala Buluk","Cu Ab","32.656600","62.872800","5450.51970900","545051.97090000","4.51693938",19799
5227,26282,"Paktya","Shawak","Cwander","33.423600","69.350000","120.24837010","12024.83701000","0.51184693",28349
5234,19414,"Khost","Khost(Matun)","Dab Kalay","33.313690","69.874390","483.70857860","48370.85786000","1.24966209",39623
5245,21378,"Logar","Charkh","Dabare Aluy Pain","33.874100","68.964000","282.64022010","28264.02201000","0.78586605",41868
5259,26195,"Paktya","Laja Ahmad Khail","Dada","33.803300","69.671200","422.23853860","42223.85386000","1.10446176",45000
5272,9549,"Ghazni","Gelan","Dadmohammad Kalay","32.853440","67.563080","1113.07842900","111307.84290000","1.84762882",36415
5283,28913,"Takhar","Rustaq","Dadsi","36.883990","69.748490","1939.02976100","193902.97610000","2.13557420",44219
5304,22741,"Maydan Wardak","Markazi Bihsud","Daghe Murda","34.406470","67.414950","3349.80881400","334980.88140000","3.55996157",10245
5319,7029,"Daykundi","Sangi Takht","Dahan- gharak","34.256600","65.830600","1945.53224100","194553.22410000","2.83959268",32769
5343,27962,"Samangan","Ruyi Du Ab","Dahana-i-Shamsuddin","35.655690","67.855090","2414.40691800","241440.69180000","2.63205989",21505
5353,10285,"Ghazni","Malistan","Dahane Abay","33.340560","67.486850","1763.78455200","176378.45520000","3.00602641",11738
5366,10976,"Ghazni","Nawur","Dahane Ambolagh","34.104220","67.443920","5234.49395400","523449.39540000","4.13437227",15427
5368,6898,"Daykundi","Sangi Takht","Dahane Ashtarlay","34.100600","66.208690","1945.53224100","194553.22410000","2.83959268",16681
5376,4885,"Bamyan","Shibar","Dahane Av Par","34.982960","67.878740","1274.92532800","127492.53280000","2.40725569",6833
5388,27132,"Parwan","Shekh  Ali","Dahane Babar","34.965810","68.612400","915.68440070","91568.44007000","1.37212429",22658
5400,27401,"Parwan","Surkhi Parsa","Dahane Barik","34.798710","68.661420","1164.35200300","116435.20030000","1.84946439",11993
4658,12460,"Ghor","Pasaband","Chartu","33.424560","65.116390","4537.04780800","453704.78080000","4.00291050",486
4680,15297,"Hirat","Koshk","Chashma-i-Bot","34.982910","62.195420","2909.98550700","290998.55070000","2.78816264",18556
4683,15182,"Hirat","Karukh","Chashma-i-Daraz (2)","34.593260","62.493270","2014.05618800","201405.61880000","2.60320187",11125
4693,1341,"Badakhshan","Shahri Buzurg","Chashma-i-Kharita","37.482030","70.212860","956.09496390","95609.49639000","1.57525526",26621
4713,11878,"Ghor","Du Layna","Chashma-i-Safed (4)","33.887150","64.906530","4626.86409800","462686.40980000","4.67773514",2013
4724,15203,"Hirat","Kohsan","Chashma-i-Tela","34.908950","61.579320","2232.12737000","223212.73700000","2.56012389",49240
4733,16909,"Kabul","Surobi","Chashmeh-ye Masti","34.636490","69.831600","1251.45297200","125145.29720000","2.31110126",46717
4767,17227,"Kandahar","Arghistan","Chawgay Kalay","31.698800","66.797290","3908.88030100","390888.03010000","3.54865906",17613
4776,5989,"Daykundi","Gizab","Chawnay","33.380660","66.271430","3636.41197800","363641.19780000","4.66451720",27229
4791,26620,"Panjsher","Paryan","Chawni Khawak","35.640360","69.876490","1428.00241400","142800.24140000","2.06271712",2307
4797,26789,"Parwan","Chaharikar","Chaykal","34.943190","69.164280","273.86545220","27386.54522000","0.88326454",26837
4807,8851,"Faryab","Qaysar","Chechaktu (1)","35.717790","64.103010","2502.48809700","250248.80970000","2.87578967",24839
4824,4192,"Bamyan","Bamyan","Chehel Tan","34.735280","67.628820","1900.36246200","190036.24620000","2.26187725",37559
4838,2926,"Baghlan","Dushi","Chehelghori","35.618000","68.682590","1902.11455000","190211.45500000","2.76820789",34533
4858,5618,"Bamyan","Yakawlang","Chel Dukhtaran","34.671440","67.043270","6704.06481900","670406.48190000","4.56271540",37959
4868,28227,"Sari Pul","Kohistanat","Chel-chah","35.651730","65.600360","6093.90012200","609390.01220000","4.87065890",43050
4874,16116,"Jawzjan","Mardyan","Chelik-e Yaldash","37.073730","66.260950","708.56604440","70856.60444000","1.31548435",20926
4883,27213,"Parwan","Shinwari","Chemar Kholeh","35.141190","69.043480","723.05066530","72305.06653000","1.38554439",45982
4911,20039,"Kunar","Dara-I-Pech","Chenar Naw","34.907800","70.992490","560.49548290","56049.54829000","1.14139180",31766
4920,27190,"Parwan","Shinwari","Chenardara","35.067680","69.092490","723.05066530","72305.06653000","1.38554439",21089
4933,20110,"Kunar","Ghaziabad","Chera Sar Khune","35.173990","71.262290","556.17890890","55617.89089000","1.13044162",730
4948,289,"Badakhshan","Darayim","Cheshma-I-Qalamdar","36.876450","70.378860","569.83883290","56983.88329000","1.27107684",10796
4959,229,"Badakhshan","Baharak","Chichi Marghzar","37.003960","70.890960","327.97563840","32797.56384000","0.95135073",47640
4969,16420,"Kabul","Kabul","Chihilsutoon","34.463090","69.156200","353.36291780","35336.29178000","1.12081432",14251
4980,2004,"Badghis","Bala Murghab","Chilunak","35.511690","63.528690","4491.30951800","449130.95180000","4.10316880",26205
4984,27843,"Samangan","Hazrati Sultan","Chin zay","36.510080","67.824090","985.33085140","98533.08514000","1.49884199",27320
5012,17870,"Kandahar","Maruf","China (2)","31.571400","67.062390","3190.97530100","319097.53010000","3.44291338",32853
5039,21587,"Logar","Mohammad Agha","Chinaray","34.293590","69.036390","1035.08103300","103508.10330000","1.63297185",26974
5066,14949,"Hirat","Hirat","Chiri","34.316690","62.097910","1255.95744200","125595.74420000","1.61979557",48011
5078,29106,"Takhar","Taluqan","Chob Bur(1)","36.742850","69.597020","875.49547560","87549.54756000","1.83413008",7333
5092,3767,"Balkh","Khulm","Chochman","36.773430","67.689980","3043.63856500","304363.85650000","2.63961575",26155
5096,20578,"Kunduz","Khanabad","Chogha-i-Sufla (2)","36.682290","69.168330","1122.47475100","112247.47510000","2.04995798",14537
5107,27140,"Parwan","Shekh  Ali","Chokormak","34.973050","68.572510","915.68440070","91568.44007000","1.37212429",23532
5129,18190,"Kandahar","Nesh","Chopani","32.425090","65.669890","1302.72456700","130272.45670000","1.80173092",2165
5139,28926,"Takhar","Rustaq","Choqur Qeshlaq","36.968590","69.725200","1939.02976100","193902.97610000","2.13557420",43067
5151,17733,"Kandahar","Maruf","Chormay","31.409100","67.420290","3190.97530100","319097.53010000","3.44291338",30243
5160,27786,"Samangan","Dara-I-Sufi Payin","Chub-i-Nulda","36.146130","67.275910","1707.98749800","170798.74980000","2.59041170",29922
5169,8324,"Faryab","Almar","Chugumat","35.859880","64.572190","1484.55232500","148455.23250000","2.31714160",7920
5176,6554,"Daykundi","Miramor","Chukrizar","33.732730","67.032030","2363.07096400","236307.09640000","2.85112247",6038
5185,23831,"Nangarhar","Kama","Chuna Kach","34.436840","70.555930","235.82440890","23582.44089000","0.76686007",46886
5195,20442,"Kunduz","Dashte Archi","Churagh","37.100150","69.064380","820.46842630","82046.84263000","1.25221221",37548
5206,1304,"Badakhshan","Shahri Buzurg","Chut","37.348240","70.115190","956.09496390","95609.49639000","1.57525526",25439
